latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-74.0199,49.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),shortwave_radiation_instant (W/m²),global_tilted_irradiance (W/m²),direct_radiation_spread (W/m²)
1754330400,31.9,28,11.0,33.7,0.00,0.00,0.00,0.00,0,1019.7,1014.1,0,0.68,3.41,4.8,6.8,329,338,20.2,904.0,786.0,118.0,866.0,1206.2,772.5,116.0,851.1,888.5,1185.5,888.5,904.0,NaN
1754334000,32.8,25,10.2,34.2,0.00,0.00,0.00,0.00,1,1019.2,1013.6,34,0.64,3.74,4.3,6.1,332,341,20.5,848.0,734.0,114.0,853.0,1143.5,700.6,108.8,814.2,809.4,1091.4,809.4,848.0,NaN
1754337600,33.2,24,9.9,34.3,0.00,0.00,0.00,0.00,1,1018.8,1013.3,34,0.53,3.86,1.1,2.2,351,5,19.1,739.0,628.0,111.0,818.0,1020.2,578.8,102.3,754.0,681.1,940.3,681.1,739.0,NaN
1754341200,32.8,25,10.0,32.5,0.00,0.00,0.00,0.00,3,1018.8,1013.2,100,0.44,3.75,4.1,5.1,146,148,17.6,588.0,489.0,99.0,769.4,844.6,429.8,87.0,676.2,516.8,742.4,516.8,588.0,NaN
1754344800,31.1,32,12.4,30.4,0.00,0.00,0.00,0.00,3,1018.8,1013.2,99,0.34,3.07,9.7,13.3,140,140,27.0,372.0,232.0,140.0,490.3,628.8,188.6,113.8,398.5,302.4,511.1,302.4,372.0,NaN
1754348400,28.5,40,13.7,27.6,0.00,0.00,0.00,0.00,0,1019.5,1013.9,9,0.24,2.32,13.9,21.1,151,154,33.5,181.0,71.0,110.0,243.6,387.3,48.1,74.5,164.9,122.5,262.2,122.5,181.0,NaN
1754352000,26.4,43,12.9,25.8,0.00,0.00,0.00,0.00,0,1020.3,1014.6,0,0.12,1.95,10.1,16.7,170,168,32.8,58.0,32.0,26.0,237.4,136.7,3.0,2.4,16.8,4.1,12.7,5.4,58.0,NaN
1754355600,25.7,50,14.5,26.5,0.00,0.00,0.00,0.00,1,1021.2,1015.5,27,0.03,1.66,4.9,10.2,170,166,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754359200,24.7,52,14.1,25.5,0.00,0.00,0.00,0.00,2,1021.8,1016.1,69,0.02,1.50,4.0,11.7,190,185,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754362800,23.7,55,14.1,24.5,0.00,0.00,0.00,0.00,2,1022.2,1016.5,59,0.02,1.33,3.6,11.4,200,196,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754366400,23.0,61,15.1,24.0,0.00,0.00,0.00,0.00,0,1022.6,1016.8,1,0.02,1.09,4.5,12.6,214,208,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754370000,22.0,70,16.2,23.7,0.00,0.00,0.00,0.00,0,1022.8,1017.0,7,0.00,0.80,3.4,10.9,223,220,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754373600,21.4,77,17.1,23.6,0.00,0.00,0.00,0.00,3,1022.7,1016.9,94,0.00,0.60,2.2,7.3,246,250,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754377200,21.3,77,17.1,23.7,0.00,0.00,0.00,0.00,3,1022.8,1017.0,97,0.00,0.58,0.8,5.4,315,318,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754380800,21.3,77,17.1,23.7,0.00,0.00,0.00,0.00,3,1023.0,1017.2,100,0.00,0.58,0.8,6.2,45,17,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754384400,21.0,78,17.1,23.3,0.00,0.00,0.00,0.00,3,1023.3,1017.5,95,0.00,0.54,1.3,7.7,360,24,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754388000,20.3,80,16.8,22.2,0.00,0.00,0.00,0.00,3,1023.7,1017.9,100,0.00,0.47,3.3,9.8,13,26,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754391600,21.2,76,16.7,22.9,0.00,0.00,0.00,0.00,3,1024.2,1018.4,100,0.03,0.62,4.5,11.2,7,28,9.0,23.0,0.0,23.0,0.0,117.7,0.0,47.5,0.0,32.9,242.9,47.5,23.0,NaN
1754395200,22.3,73,17.2,24.2,0.00,0.00,0.00,0.00,3,1024.6,1018.8,100,0.09,0.74,4.9,11.2,360,19,13.3,128.0,19.0,109.0,68.6,368.2,25.4,145.7,91.7,171.1,492.3,171.1,128.0,NaN
1754398800,23.3,70,17.6,25.2,0.00,0.00,0.00,0.00,3,1025.2,1019.4,100,0.19,0.85,5.8,9.9,22,27,17.6,271.0,103.0,168.0,224.2,610.8,122.3,199.5,266.2,321.8,725.3,321.8,271.0,NaN
1754402400,25.2,63,17.7,27.2,0.00,0.00,0.00,0.00,3,1025.6,1019.9,100,0.29,1.18,5.5,8.3,41,48,19.1,417.0,168.0,249.0,269.4,828.9,187.7,278.2,301.0,465.9,926.0,465.9,417.0,NaN
1754406000,27.1,56,17.6,29.1,0.00,0.00,0.00,0.00,3,1026.0,1020.3,100,0.39,1.58,5.1,7.3,51,57,18.7,537.0,244.0,293.0,321.9,1007.7,261.7,314.3,345.2,576.0,1080.7,576.0,537.0,NaN
1754409600,28.4,49,16.7,30.3,0.00,0.00,0.00,0.00,3,1026.1,1020.4,100,0.46,1.97,5.6,8.2,75,76,20.5,607.0,230.0,377.0,269.4,1134.8,238.9,391.6,279.9,630.6,1178.9,630.6,607.0,NaN
1754413200,29.3,45,16.1,31.2,0.00,0.00,0.00,0.00,2,1025.8,1020.1,66,0.51,2.25,6.5,9.0,88,91,22.7,669.0,330.0,339.0,365.0,1201.8,333.3,342.4,368.7,675.7,1213.8,675.7,669.0,NaN
1754416800,30.2,42,15.9,32.6,0.00,0.00,0.00,0.00,3,1025.4,1019.8,98,0.58,2.48,6.5,9.0,87,88,23.4,765.0,542.0,223.0,598.5,1203.9,532.6,219.2,588.1,751.8,1183.1,751.8,765.0,NaN
1754420400,30.2,42,16.0,31.9,0.20,0.20,0.00,0.00,51,1025.4,1019.8,100,0.51,2.46,6.8,9.7,108,108,23.8,659.0,441.0,218.0,513.8,1141.0,420.8,208.0,490.3,628.8,1088.8,628.8,659.0,NaN
1754424000,29.7,44,16.2,30.9,0.00,0.00,0.00,0.00,3,1025.3,1019.7,100,0.38,2.33,6.8,9.5,122,122,23.8,457.0,185.0,272.0,241.7,1017.4,170.4,250.6,222.7,421.0,937.3,421.0,457.0,NaN
1754427600,29.3,46,16.5,30.5,0.00,0.00,0.00,0.00,3,1025.1,1019.4,100,0.33,2.20,6.7,9.3,136,133,22.0,395.0,194.0,201.0,306.5,841.4,170.4,176.5,269.2,346.9,738.9,346.9,395.0,NaN
1754431200,27.7,52,16.9,28.8,0.00,0.00,0.00,0.00,3,1025.2,1019.5,85,0.22,1.79,8.9,12.5,155,153,24.1,220.0,81.0,139.0,172.3,625.1,65.7,112.8,139.8,178.5,507.2,178.5,220.0,NaN
1754434800,26.8,53,16.4,27.9,0.00,0.00,0.00,0.00,3,1025.3,1019.6,99,0.15,1.66,8.0,11.8,157,156,24.5,150.0,55.0,95.0,190.8,383.2,37.0,63.9,128.4,100.9,257.8,100.9,150.0,NaN
1754438400,25.8,55,16.1,26.7,0.00,0.00,0.00,NaN,3,1025.5,1019.8,97,0.08,1.48,8.2,12.7,151,149,20.5,38.0,5.0,33.0,37.6,132.1,0.3,2.0,1.7,1.7,7.9,2.3,38.0,NaN
1754442000,24.5,64,17.2,26.3,0.00,0.00,0.00,NaN,3,1026.2,1020.4,100,0.02,1.11,5.3,9.3,147,146,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754445600,23.9,68,17.7,26.2,0.00,0.00,0.00,NaN,3,1026.7,1020.9,100,0.01,0.94,3.8,8.0,135,132,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754449200,23.4,75,18.7,26.3,0.00,0.00,0.00,NaN,3,1027.1,1021.3,100,0.00,0.72,2.4,5.8,117,116,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754452800,23.0,77,18.7,25.8,0.00,0.00,0.00,NaN,3,1027.3,1021.5,100,0.00,0.66,2.9,7.4,86,86,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754456400,22.5,79,18.7,25.2,0.00,0.00,0.00,NaN,3,1027.4,1021.6,100,0.00,0.58,3.8,9.7,87,86,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754460000,22.0,83,18.9,24.7,0.00,0.00,0.00,NaN,3,1027.4,1021.6,100,0.00,0.46,4.6,10.5,79,86,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754463600,21.5,86,19.1,24.1,0.00,0.00,0.00,NaN,3,1027.6,1021.8,100,0.00,0.35,5.1,11.1,67,77,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754467200,21.4,84,18.5,23.5,0.00,0.00,0.00,NaN,3,1027.7,1021.9,100,0.00,0.42,6.7,13.0,63,73,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754470800,21.1,81,17.7,23.0,0.00,0.00,0.00,NaN,3,1027.5,1021.7,100,0.00,0.48,6.4,13.5,63,74,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754474400,20.8,82,17.6,22.7,0.00,0.00,0.00,NaN,3,1027.9,1022.1,100,0.00,0.44,5.7,13.0,62,73,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754478000,21.1,82,18.0,22.9,0.00,0.00,0.00,NaN,3,1028.5,1022.7,100,0.04,0.44,7.6,13.1,62,67,16.9,29.0,2.0,27.0,15.8,113.9,4.2,56.7,22.6,41.4,239.4,60.9,29.0,NaN
1754481600,21.9,81,18.4,23.6,0.00,0.00,0.00,NaN,3,1028.7,1022.9,100,0.10,0.50,9.2,14.4,67,70,23.0,138.0,27.0,111.0,98.4,364.9,36.2,148.8,131.9,185.0,489.2,185.0,138.0,NaN
1754485200,23.0,74,18.2,24.6,0.00,0.00,0.00,NaN,3,1029.4,1023.6,100,0.18,0.73,9.5,14.1,68,67,26.3,246.0,52.0,194.0,113.7,607.9,61.8,230.6,135.2,292.4,722.6,292.4,246.0,NaN
1754488800,24.5,66,17.6,26.0,0.00,0.00,0.00,NaN,3,1029.7,1023.9,100,0.31,1.05,8.5,12.5,72,74,25.9,448.0,231.0,217.0,371.7,826.3,258.2,242.5,415.4,500.7,923.6,500.7,448.0,NaN
1754492400,25.9,56,16.6,27.1,0.00,0.00,0.00,NaN,3,1030.0,1024.3,100,0.41,1.46,8.5,12.3,84,86,26.3,571.0,298.0,273.0,394.1,1005.3,319.7,292.9,422.8,612.6,1078.5,612.6,571.0,NaN
1754496000,27.7,47,15.4,29.4,0.00,0.00,0.00,NaN,3,1029.7,1024.0,100,0.55,1.97,8.8,12.8,90,92,28.4,748.0,533.0,215.0,625.7,1132.6,553.8,223.4,650.1,777.1,1176.7,777.1,748.0,NaN
1754499600,28.0,45,15.1,28.4,0.00,0.00,0.00,NaN,3,1029.1,1023.4,100,0.42,2.06,8.5,12.0,103,104,28.1,514.0,104.0,410.0,115.3,1199.5,105.0,414.1,116.4,519.2,1211.6,519.2,514.0,NaN
1754503200,28.5,43,14.8,29.0,0.00,0.00,0.00,NaN,3,1028.6,1022.9,100,0.45,2.20,7.9,11.1,125,122,26.6,568.0,172.0,396.0,190.3,1201.5,169.0,389.1,187.0,558.1,1180.6,558.1,568.0,NaN
1754506800,27.9,42,13.9,27.8,0.00,0.00,0.00,NaN,3,1028.4,1022.7,100,0.35,2.17,9.5,13.5,143,139,26.6,386.0,50.0,336.0,58.4,1138.4,47.7,320.5,55.7,368.2,1086.0,368.2,386.0,NaN
1754510400,26.5,40,11.7,25.2,0.00,0.00,0.00,NaN,3,1028.2,1022.5,100,0.28,2.08,12.2,17.8,156,153,31.3,242.0,16.0,226.0,21.0,1014.4,14.7,208.1,19.3,222.9,934.1,222.9,242.0,NaN
1754514000,25.3,42,11.5,23.9,0.00,0.00,0.00,NaN,3,1028.1,1022.4,100,0.24,1.86,12.3,18.6,159,157,31.7,192.0,3.0,189.0,4.8,838.1,2.6,165.8,4.2,168.5,735.3,168.5,192.0,NaN
1754517600,24.5,47,12.4,23.7,0.00,0.00,0.00,NaN,3,1028.0,1022.2,100,0.18,1.63,10.6,16.3,148,148,31.0,134.0,10.0,124.0,21.4,621.3,8.1,100.4,17.3,108.5,503.1,108.5,134.0,NaN
1754521200,23.9,50,12.9,23.6,0.10,0.10,0.00,NaN,51,1028.2,1022.4,100,0.13,1.48,8.9,13.5,142,142,26.3,81.0,2.0,79.0,7.0,378.9,1.3,52.8,4.7,54.2,253.4,54.2,81.0,NaN
1754524800,23.2,53,13.1,23.1,0.10,0.10,0.00,NaN,51,1028.3,1022.5,100,0.08,1.34,7.8,12.0,134,135,22.0,20.0,0.0,20.0,0.0,127.4,0.0,0.5,0.0,0.3,3.0,0.5,20.0,NaN
1754528400,22.0,64,14.8,23.1,0.10,0.10,0.00,NaN,51,1029.6,1023.8,100,0.01,0.95,3.5,5.2,159,153,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754532000,21.4,69,15.5,22.8,0.30,0.30,0.00,NaN,51,1029.9,1024.1,100,0.00,0.79,3.1,5.0,187,180,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754535600,20.9,73,15.8,22.9,0.20,0.20,0.00,NaN,51,1029.8,1024.0,100,0.00,0.67,0.0,1.5,270,120,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754539200,20.5,75,16.0,22.2,0.10,0.10,0.00,NaN,51,1029.4,1023.6,100,0.00,0.59,2.2,4.6,48,81,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754542800,20.4,74,15.7,21.7,0.00,0.00,0.00,NaN,3,1029.1,1023.3,100,0.00,0.61,4.1,8.0,49,63,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754546400,20.3,74,15.4,21.4,0.00,0.00,0.00,NaN,3,1028.4,1022.6,100,0.01,0.63,5.0,9.9,44,53,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754550000,20.0,75,15.5,21.2,0.00,0.00,0.00,NaN,1,1027.9,1022.1,22,0.00,0.58,4.7,10.2,47,49,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754553600,19.5,79,15.7,20.7,0.00,0.00,0.00,NaN,1,1027.6,1021.7,25,0.00,0.48,5.0,12.7,41,52,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754557200,19.1,81,15.7,20.2,0.00,0.00,0.00,NaN,0,1027.6,1021.7,5,0.00,0.43,6.1,14.2,12,27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754560800,18.8,83,15.9,20.0,0.00,0.00,0.00,NaN,0,1027.8,1021.9,8,0.00,0.37,6.0,14.5,25,38,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754564400,19.6,84,16.8,20.8,0.00,0.00,0.00,NaN,0,1028.2,1022.3,13,0.03,0.36,7.9,14.3,47,59,16.6,41.0,18.0,23.0,144.1,110.2,38.5,49.2,204.6,58.2,235.9,87.8,41.0,NaN
1754568000,21.0,80,17.3,22.3,0.00,0.00,0.00,NaN,0,1028.0,1022.2,11,0.11,0.51,8.7,13.1,69,71,21.6,188.0,118.0,70.0,434.0,361.6,158.6,94.1,583.5,252.7,486.1,252.7,188.0,NaN
1754571600,22.7,69,16.7,23.8,0.00,0.00,0.00,NaN,0,1028.3,1022.5,2,0.22,0.86,8.3,12.4,77,77,23.8,329.0,192.0,137.0,422.1,605.0,228.5,163.0,502.3,391.5,719.8,391.5,329.0,NaN
1754575200,24.1,60,15.7,24.8,0.00,0.00,0.00,NaN,0,1028.3,1022.5,2,0.36,1.21,8.4,11.9,83,84,25.6,537.0,408.0,129.0,658.8,823.7,456.2,144.2,736.7,600.5,921.1,600.5,537.0,NaN
1754578800,25.5,52,15.0,26.8,0.00,0.00,0.00,NaN,0,1028.1,1022.4,4,0.48,1.56,8.1,11.6,85,86,25.9,696.0,571.0,125.0,757.3,1002.9,612.7,134.1,812.6,746.8,1076.1,746.8,696.0,NaN
1754582400,26.9,47,14.6,28.6,0.00,0.00,0.00,NaN,0,1027.6,1021.9,5,0.57,1.89,9.3,13.3,74,77,30.6,807.0,670.0,137.0,788.4,1130.3,696.1,142.3,819.2,838.5,1174.4,838.5,807.0,NaN
1754586000,27.9,43,14.3,29.7,0.00,0.00,0.00,NaN,0,1026.9,1021.2,18,0.62,2.14,9.8,13.9,77,79,31.0,858.0,710.0,148.0,788.8,1197.2,717.1,149.5,796.7,866.6,1209.2,866.6,858.0,NaN
1754589600,28.2,42,14.2,29.6,0.10,0.10,0.00,NaN,51,1026.2,1020.5,40,0.59,2.20,9.2,12.9,102,99,30.6,792.0,607.0,185.0,673.3,1199.1,596.4,181.8,661.5,778.1,1178.1,778.1,792.0,NaN
1754593200,27.7,45,14.5,28.7,0.20,0.20,0.00,NaN,51,1025.7,1020.0,34,0.54,2.06,10.4,14.7,136,133,31.0,731.0,538.0,193.0,630.1,1135.7,513.1,184.1,601.0,697.2,1083.2,697.2,731.0,NaN
1754596800,27.2,42,13.1,27.0,0.00,0.00,0.00,NaN,1,1025.4,1019.7,26,0.49,2.10,12.2,17.3,142,141,34.2,649.0,476.0,173.0,626.0,1011.4,438.1,159.2,576.2,597.4,930.9,597.4,649.0,NaN
1754600400,26.2,42,12.1,25.1,0.00,0.00,0.00,NaN,0,1024.9,1019.2,2,0.40,1.98,12.1,17.4,145,143,34.6,516.0,370.0,146.0,589.7,834.6,324.4,128.0,516.9,452.4,731.7,452.4,516.0,NaN
1754604000,25.6,42,11.7,24.6,0.00,0.00,0.00,NaN,0,1024.9,1019.2,0,0.30,1.91,10.7,15.5,134,132,33.1,374.0,275.0,99.0,592.4,617.4,222.3,80.0,478.8,302.3,499.0,302.3,374.0,NaN
1754607600,24.7,41,10.6,23.3,0.00,0.00,0.00,NaN,0,1025.1,1019.4,0,0.20,1.83,10.6,16.1,134,132,28.8,203.0,137.0,66.0,486.5,374.6,91.0,43.8,323.1,134.8,248.8,134.8,203.0,NaN
1754611200,23.3,44,10.2,21.9,0.00,0.00,0.00,NaN,0,1025.3,1019.5,1,0.10,1.61,9.7,15.3,135,133,26.6,50.0,26.0,24.0,200.5,122.6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,NaN
1754614800,21.9,54,12.3,21.5,0.00,0.00,0.00,NaN,0,1026.0,1020.2,0,0.05,1.20,7.7,13.3,144,140,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754618400,21.1,58,12.6,21.2,0.00,0.00,0.00,NaN,0,1026.4,1020.6,0,0.02,1.05,4.9,9.6,129,127,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754622000,20.2,68,14.1,21.2,0.00,0.00,0.00,NaN,0,1026.5,1020.7,0,0.00,0.76,2.3,6.2,108,111,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754625600,19.8,71,14.3,20.9,0.00,0.00,0.00,NaN,0,1026.1,1020.3,0,0.00,0.67,1.8,5.4,84,92,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754629200,19.3,72,14.2,20.4,0.00,0.00,0.00,NaN,0,1025.8,1019.9,0,0.00,0.62,1.9,6.1,73,88,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754632800,18.7,74,13.9,19.6,0.00,0.00,0.00,NaN,0,1025.1,1019.2,0,0.00,0.57,2.4,7.5,63,80,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754636400,18.3,75,13.9,19.2,0.00,0.00,0.00,NaN,0,1025.0,1019.1,0,0.00,0.52,2.8,7.9,45,63,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754640000,18.0,77,13.8,18.8,0.00,0.00,0.00,NaN,0,1024.8,1018.9,0,0.00,0.48,2.8,9.0,40,57,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754643600,17.5,80,14.1,18.4,0.00,0.00,0.00,NaN,0,1024.8,1018.9,0,0.00,0.40,3.1,9.3,40,54,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754647200,17.2,82,14.1,18.0,0.00,0.00,0.00,NaN,0,1024.8,1018.9,5,0.00,0.35,3.6,10.3,37,52,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754650800,18.2,77,14.1,18.8,0.00,0.00,0.00,NaN,0,1024.9,1019.0,3,0.02,0.48,4.5,10.8,23,47,9.4,44.0,23.0,21.0,186.2,106.4,50.2,45.9,263.1,62.2,232.3,96.1,44.0,NaN
1754654400,19.7,68,13.6,20.2,0.00,0.00,0.00,NaN,0,1025.1,1019.3,6,0.11,0.74,4.7,8.0,28,36,14.0,199.0,136.0,63.0,505.1,358.2,183.3,84.9,680.9,268.3,483.0,268.3,199.0,NaN
1754658000,21.2,59,12.9,21.4,0.00,0.00,0.00,NaN,2,1025.6,1019.8,64,0.23,1.03,4.4,6.5,27,30,16.6,381.0,287.0,94.0,634.3,602.0,341.8,112.0,755.4,453.8,717.0,453.8,381.0,NaN
1754661600,23.1,48,11.6,23.0,0.00,0.00,0.00,NaN,1,1025.7,1019.9,24,0.36,1.45,4.2,5.9,43,47,17.6,558.0,438.0,120.0,709.7,821.1,490.0,134.2,794.0,624.3,918.6,624.3,558.0,NaN
1754665200,24.8,39,9.9,25.3,0.00,0.00,0.00,NaN,0,1025.6,1019.9,0,0.48,1.90,4.2,5.9,59,63,18.7,722.0,606.0,116.0,805.9,1000.5,650.4,124.5,864.9,774.9,1073.8,774.9,722.0,NaN
1754668800,26.2,34,9.0,27.0,0.00,0.00,0.00,NaN,0,1025.3,1019.6,0,0.58,2.25,5.2,7.4,74,76,21.6,838.0,722.0,116.0,851.6,1128.0,750.2,120.5,884.9,870.8,1172.1,870.8,838.0,NaN
1754672400,27.4,31,8.6,28.2,0.00,0.00,0.00,NaN,0,1024.6,1018.9,0,0.63,2.53,6.2,8.8,78,81,23.8,897.0,778.0,119.0,866.3,1194.9,785.8,120.2,874.9,906.0,1206.8,906.0,897.0,NaN
1754676000,28.2,29,8.6,29.1,0.00,0.00,0.00,NaN,0,1023.8,1018.1,0,0.64,2.70,6.0,8.3,106,101,23.8,897.0,778.0,119.0,865.1,1196.6,764.3,116.9,849.8,881.2,1175.5,881.2,897.0,NaN
1754679600,28.2,30,8.8,28.4,0.00,0.00,0.00,NaN,0,1023.2,1017.5,0,0.62,2.70,8.5,11.6,145,141,27.7,839.0,723.0,116.0,849.1,1132.9,689.4,110.6,809.6,800.0,1080.3,800.0,839.0,NaN
1754683200,27.4,30,8.5,26.3,0.00,0.00,0.00,NaN,0,1023.1,1017.4,0,0.55,2.55,11.6,16.0,164,161,33.5,728.0,618.0,110.0,815.5,1008.3,568.6,101.2,750.3,669.8,927.6,669.8,728.0,NaN
1754686800,26.4,34,9.2,24.6,0.00,0.00,0.00,NaN,0,1022.8,1017.1,0,0.45,2.28,12.3,17.2,168,166,34.6,577.0,477.0,100.0,763.6,831.1,417.8,87.6,668.8,505.4,728.0,505.4,577.0,NaN
1754690400,25.3,37,9.8,23.6,0.00,0.00,0.00,NaN,0,1022.8,1017.1,0,0.32,2.02,11.7,16.8,166,165,34.2,396.0,310.0,86.0,672.4,613.5,250.0,69.4,542.3,319.4,494.8,319.4,396.0,NaN
1754694000,24.0,41,9.9,22.3,0.00,0.00,0.00,NaN,0,1022.8,1017.1,0,0.20,1.77,11.5,17.3,166,166,31.3,207.0,143.0,64.0,514.1,370.1,94.3,42.2,339.0,136.5,244.1,136.5,207.0,NaN
1754697600,22.9,45,10.3,21.6,0.00,0.00,0.00,NaN,0,1023.1,1017.3,0,0.09,1.54,9.2,14.3,160,161,28.8,49.0,26.0,23.0,203.3,117.7,0.0,0.0,0.0,0.0,0.0,0.0,49.0,NaN
1754701200,22.1,49,10.8,21.2,0.00,0.00,0.00,NaN,0,1023.8,1018.0,0,0.05,1.36,7.8,12.5,161,162,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754704800,21.5,53,11.5,21.2,0.00,0.00,0.00,NaN,0,1023.8,1018.0,0,0.03,1.20,5.0,10.0,159,159,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754708400,20.7,59,12.5,21.1,0.00,0.00,0.00,NaN,0,1023.8,1018.0,0,0.00,1.00,3.0,8.8,155,154,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
1754712000,20.2,65,13.5,21.1,0.00,0.00,0.00,NaN,0,1023.8,1018.0,0,0.00,0.82,1.3,5.5,164,153,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
